Scenario Instance Id,State,Status,SubStatus,Company Code,Document Number,Item,Business Area,Document Type,Cycle Time,Vendor,Invoice Value,Active Phases,Completed Phases,Compliance Issues,Critical Vendor,Early Payment,Invoiced Manually,Late Payment
643ed8013398cc24c76d0082,Open,On Track,On Time,3000,135756,2,1000,RE,7.82 Days,American Business Services,8195 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d024c,Open,At Risk,Payment Block Set,3000,114048,2,1000,KR,4.63 Days,PAQ Deutschland GmbH,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01ca,Open,At Risk,Payment Block Set,1000,297810,2,2000,KR,4.62 Days,Inés,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffc2,Open,At Risk,Payment Block Set,1000,80982,2,5000,KR,4.63 Days,Phunix GmbH,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0117,Open,At Risk,Payment Block Set,1000,241416,2,1500,KR,4.63 Days,Abbot Supplies Inc.,8539 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff71,Open,At Risk,Payment Block Set,3000,98190,2,9900,KR,4.63 Days,Phunix GmbH,8367 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0064,Open,On Track,On Time,R100,233658,2,6000,KR,7.82 Days,"Multi-State Brokers, Inc.",358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d01fb,Open,At Risk,Payment Block Set,2000,237816,2,6000,KR,4.63 Days,Phunix GmbH,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff91,Open,At Risk,Payment Block Set,2000,271206,2,9900,KR,4.62 Days,PAQ Deutschland GmbH,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d020a,Open,At Risk,Payment Block Set,2000,65232,2,3000,RE,4.62 Days,Phunix GmbH,8108 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cfefe,Open,On Track,On Time,R100,19512,2,7000,KR,7.82 Days,SEC System SA,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0188,Open,At Risk,Payment Block Set,3000,275562,2,7000,KR,4.63 Days,Acme Industrial Supplies,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff80,Open,At Risk,Payment Block Set,2000,238896,2,5000,KR,4.62 Days,Phunix GmbH,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0157,Open,On Track,On Time,3000,163728,2,1000,RE,7.83 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cffb1,Open,At Risk,Payment Block Set,3000,239490,2,4000,KR,4.63 Days,SKF Americas,9345 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d025b,Open,At Risk,Payment Block Set,2000,273978,2,8889,KR,4.62 Days,Phunix GmbH,9545 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01ea,Open,At Risk,Payment Block Set,2000,49140,2,9900,KR,4.63 Days,"eSupplier, Inc",8367 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0168,Open,At Risk,Payment Block Set,3000,270234,2,1500,KR,4.63 Days,Tiefland Glass AG,6392 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffa0,Open,At Risk,Payment Block Set,3000,238950,2,7000,RE,4.62 Days,American Business Services,8264 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d026c,Open,At Risk,Payment Block Set,1000,275256,2,9900,RE,4.62 Days,Phunix GmbH,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffd1,Open,At Risk,Payment Block Set,3000,292446,2,2000,KR,4.62 Days,American Business Services,7310 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01b9,Open,At Risk,Payment Block Set,2000,303372,2,7000,KR,4.63 Days,Phunix GmbH,6810 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0084,Open,On Track,On Time,3000,139374,2,7000,KR,7.83 Days,American Business Services,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0246,Open,At Risk,Payment Block Set,3000,69930,2,8889,RE,4.63 Days,Tiefland Glass AG,7351 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffbc,Open,At Risk,Payment Block Set,2000,43884,2,7000,RE,4.63 Days,American Business Services,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0193,Open,At Risk,Payment Block Set,2000,204552,2,7000,RE,4.63 Days,Phunix GmbH,6316 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff3a,Open,On Track,On Time,3000,176868,2,7000,RE,7.82 Days,Tiefland Glass AG,6738 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0162,Open,At Risk,Payment Block Set,3000,26082,2,9900,KR,4.63 Days,American Business Services,7987 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01f5,Open,At Risk,Payment Block Set,3000,279576,2,7000,KR,4.63 Days,AluCast,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0173,Open,At Risk,Payment Block Set,2000,26964,1,9900,KR,4.62 Days,American Business Services,6801 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff8b,Open,At Risk,Payment Block Set,2000,289512,2,9900,KR,4.63 Days,Acme Industrial Supplies,8481 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff09,Open,On Track,On Time,1000,34956,2,9900,KR,7.82 Days,Tiefland Glass AG,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d01c4,Open,At Risk,Payment Block Set,3000,175320,2,9900,KR,4.63 Days,American Business Services,7865 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0142,Open,At Risk,Payment Block Set,1000,293364,2,7000,KR,4.63 Days,AluCast,8876 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d004d,Open,On Track,On Time,3000,314586,2,7000,KR,7.82 Days,MicroElectronics,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cff7a,Open,At Risk,Payment Block Set,1000,242856,2,3000,RE,4.63 Days,American Business Services,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cfef8,Open,On Track,On Time,3000,220032,2,5000,KR,7.83 Days,AluCast,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0224,Open,At Risk,Payment Block Set,2000,238824,2,1000,RE,4.63 Days,AluCast,7196 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffab,Open,At Risk,Payment Block Set,1000,114822,2,7000,RE,4.62 Days,Tiefland Glass AG,6416 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0235,Open,At Risk,Payment Block Set,2000,35100,2,9900,KR,4.62 Days,American Business Services,21 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff9a,Open,At Risk,Payment Block Set,2000,229608,2,9900,KR,4.62 Days,American Business Services,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d007e,Open,On Track,On Time,2000,138402,2,1000,KR,7.83 Days,Tiefland Glass AG,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0248,Open,At Risk,Payment Block Set,3000,112428,2,1500,KR,4.63 Days,Sapsota Company Limited,8761 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01c6,Open,At Risk,Payment Block Set,3000,98694,2,6000,KR,4.63 Days,American Business Services,8175 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffbe,Open,At Risk,Payment Block Set,R100,285498,2,8889,KR,4.62 Days,Acme Industrial Supplies,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0164,Open,At Risk,Payment Block Set,1000,286902,2,7000,KR,4.63 Days,AluCast,6888 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0060,Open,On Track,On Time,R100,3816,2,1000,KR,7.83 Days,American Business Services,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cffde,Open,At Risk,Payment Block Set,2000,77346,2,7000,KR,4.63 Days,American Business Services,6567 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01f7,Open,At Risk,Payment Block Set,3000,235152,2,9900,KR,4.63 Days,American Business Services,6482 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0144,Open,On Track,On Time,3000,42984,2,7000,KR,7.83 Days,American Business Services,8825 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cff8d,Open,At Risk,Payment Block Set,1000,229230,2,8889,KR,4.62 Days,"eSupplier, Inc",9020 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff0b,Open,On Track,On Time,3000,173448,2,9900,RE,7.83 Days,AluCast,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0153,Open,At Risk,Payment Block Set,2000,270126,2,7000,KR,4.63 Days,Wollner AG,7116 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff7c,Open,At Risk,Payment Block Set,1000,78876,2,7000,KR,4.63 Days,Phunix GmbH,6928 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0257,Open,At Risk,Payment Block Set,3000,38772,2,9900,KR,4.62 Days,Phunix GmbH,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffad,Open,At Risk,Payment Block Set,2000,272646,2,1500,KR,4.63 Days,American Business Services,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0122,Open,At Risk,Payment Block Set,R100,116874,2,9900,KR,4.63 Days,Phunix GmbH,6679 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01e6,Open,At Risk,Payment Block Set,1000,270360,2,7000,KR,4.62 Days,AluCast,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01b5,Open,At Risk,Payment Block Set,3000,326970,2,9900,RE,4.62 Days,Phunix GmbH,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff9c,Open,At Risk,Payment Block Set,R100,227898,2,7000,KR,4.63 Days,Phunix GmbH,7642 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0237,Open,At Risk,Payment Block Set,2000,19134,2,3000,KR,4.63 Days,Tiefland Glass AG,5959 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0080,Open,On Track,On Time,R100,328500,2,7000,KR,7.83 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cff05,Open,On Track,On Time,3000,298188,2,7000,KR,7.83 Days,Sapsota Company Limited,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0211,Open,At Risk,Payment Block Set,1000,48474,2,9900,KR,4.63 Days,Phunix GmbH,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d018f,Open,At Risk,Payment Block Set,R100,173754,2,3000,KR,4.63 Days,"eSupplier, Inc",6385 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cffb8,Open,At Risk,Payment Block Set,3000,278946,2,4000,KR,4.63 Days,AluCast,6228 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff36,Open,On Track,On Time,2000,237204,2,7000,KR,7.82 Days,World Wide Computer Warehouse,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d015e,Open,At Risk,Payment Block Set,1000,228420,2,7000,KR,4.62 Days,American Business Services,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff25,Open,On Track,On Time,2000,116226,2,7000,KR,7.83 Days,American Business Services,10814 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76d0273,Open,At Risk,Payment Block Set,1000,114696,2,9900,KR,4.62 Days,American Business Services,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01f1,Open,At Risk,Payment Block Set,1000,224208,1,8889,KR,4.62 Days,Phunix GmbH,7431 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d00bc,Open,On Track,On Time,R100,89460,2,9900,RE,7.82 Days,American Business Services,6236 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cfed4,Open,On Track,On Time,2000,202392,2,9900,KR,7.83 Days,Phunix GmbH,358 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cff87,Open,At Risk,Payment Block Set,3000,49716,2,3000,KR,4.63 Days,American Business Services,10814 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d01c0,Open,At Risk,Payment Block Set,3000,297252,2,8889,KR,4.63 Days,American Business Services,7062 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d014d,Open,At Risk,Payment Block Set,2000,222246,2,9900,KR,4.62 Days,American Business Services,7203 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76cff76,Open,At Risk,Payment Block Set,2000,83826,2,3000,KR,4.63 Days,Hamberger u. CO.,358 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d011c,Open,At Risk,Payment Block Set,R100,55998,2,9900,KR,4.62 Days,AluCast,6477 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d009a,Open,On Track,On Time,2000,260370,1,9900,KR,7.82 Days,Phunix GmbH,8031 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cfef4,Open,On Track,On Time,R100,249426,2,7000,KR,7.83 Days,Phunix GmbH,7468 EUR,Pay Invoice,"Create Invoice,Record Invoice",0,1,0,0,0
643ed8013398cc24c76cffa7,Open,At Risk,Payment Block Set,2000,294534,2,3000,KR,4.62 Days,Phunix GmbH,6104 EUR,Record Invoice,Create Invoice,0,0,0,1,0
643ed8013398cc24c76d0220,Open,At Risk,Payment Block Set,2000,45126,2,9900,KR,4.62 Days,American Business Services,9545 EUR,Record Invoice,Create Invoice,0,0,0,1,0
